Bait	Prey	PreyGene	IP	Spec	SpecSum	NumRep	Prob	iProb	ctrlCounts	AvgP	MaxP	FDR
GP3D_CHLMU	DNAA1_CHLMU	DNAA1_CHLMU	TCA04_2_SPC|TCA04_3_SPC	3|6	9	2	0.91	0.87|0.95	0|0|0|1	0.9110	0.9540	0.0360
GP3D_CHLMU	TGDS_HUMAN	TGDS_HUMAN	TCA04_2_SPC|TCA04_3_SPC	10|22	32	2	0.96	0.94|0.99	0|8|1|4	0.9650	0.9930	0.0185
GP3D_CHLMU	GANP_HUMAN	GANP_HUMAN	TCA04_2_SPC|TCA04_3_SPC	6|2	8	2	0.65	0.92|0.38	1|0|0|0	0.6510	0.9230	0.1807
GP3D_CHLMU	TASOR_HUMAN	TASOR_HUMAN	TCA04_2_SPC|TCA04_3_SPC	5|1	6	2	0.38	0.60|0.14	0|0|0|0	0.3700	0.6010	0.4646
GP3D_CHLMU	ACADS_HUMAN	ACADS_HUMAN	TCA04_2_SPC|TCA04_3_SPC	22|0	22	2	0.52	1.00|0.00	4|0|4|0	0.5000	1.0000	0.2962
GP3D_CHLMU	TRIM3_HUMAN	TRIM3_HUMAN	TCA04_2_SPC|TCA04_3_SPC	3|5	8	2	0.91	0.86|0.96	0|1|0|0	0.9050	0.9550	0.0414
GP3D_CHLMU	RPOA_CHLMU	RPOA_CHLMU	TCA04_2_SPC|TCA04_3_SPC	4|2	6	2	0.84	0.91|0.77	0|0|0|0	0.8380	0.9100	0.0668
GP3D_CHLMU	MET_HUMAN	MET_HUMAN	TCA04_2_SPC|TCA04_3_SPC	10|0	10	2	0.52	0.99|0.00	0|0|2|0	0.4930	0.9860	0.3059
GP3D_CHLMU	NIT1_HUMAN	NIT1_HUMAN	TCA04_2_SPC|TCA04_3_SPC	0|13	13	2	0.48	0.00|0.99	0|2|0|2	0.4955	0.9910	0.3011
GP3D_CHLMU	UB2L6_HUMAN	UB2L6_HUMAN	TCA04_2_SPC|TCA04_3_SPC	22|36	58	2	1.00	1.00|1.00	3|13|3|9	0.9970	0.9990	0.0015
GP3D_CHLMU	PTAR1_HUMAN	PTAR1_HUMAN	TCA04_2_SPC|TCA04_3_SPC	0|11	11	2	0.48	0.00|0.94	0|2|0|1	0.4710	0.9420	0.3438
GP3D_CHLMU	LPXD_CHLMU	LPXD_CHLMU	TCA04_2_SPC|TCA04_3_SPC	6|16	22	2	0.80	0.67|0.94	1|5|1|2	0.8045	0.9410	0.0816
GP3D_CHLMU	PPCEL_HUMAN	PPCEL_HUMAN	TCA04_2_SPC|TCA04_3_SPC	1|19	20	2	0.47	0.01|0.97	0|0|2|6	0.4910	0.9730	0.3090
GP3D_CHLMU	DCA16_HUMAN	DCA16_HUMAN	TCA04_2_SPC|TCA04_3_SPC	15|32	47	2	0.96	0.93|0.99	1|8|0|14	0.9605	0.9900	0.0219
GP3D_CHLMU	PQQCL_CHLMU	PQQCL_CHLMU	TCA04_2_SPC|TCA04_3_SPC	6|1	7	2	0.59	0.91|0.25	0|0|1|0	0.5805	0.9100	0.2192
GP3D_CHLMU	RTRAF_HUMAN	RTRAF_HUMAN	TCA04_2_SPC|TCA04_3_SPC	13|19	32	2	0.96	0.95|0.98	1|6|3|5	0.9615	0.9760	0.0203
GP3D_CHLMU	ACCA_CHLMU	ACCA_CHLMU	TCA04_2_SPC|TCA04_3_SPC	19|14	33	2	0.98	0.99|0.96	5|5|1|5	0.9725	0.9880	0.0124
GP3D_CHLMU	PFKAL_HUMAN	PFKAL_HUMAN	TCA04_2_SPC|TCA04_3_SPC	0|5	5	2	0.40	0.00|0.77	0|0|0|0	0.3825	0.7650	0.4561
GP3D_CHLMU	TRI18_HUMAN	TRI18_HUMAN	TCA04_2_SPC|TCA04_3_SPC	1|4	5	2	0.58	0.26|0.87	0|0|0|0	0.5630	0.8680	0.2376
GP3D_CHLMU	NNMT_HUMAN	NNMT_HUMAN	TCA04_2_SPC|TCA04_3_SPC	5|0	5	2	0.44	0.90|0.00	0|0|0|0	0.4510	0.9020	0.3669
GP3D_CHLMU	SDHA_HUMAN	SDHA_HUMAN	TCA04_2_SPC|TCA04_3_SPC	1|4	5	2	0.53	0.27|0.82	0|0|0|0	0.5430	0.8200	0.2640
GP3D_CHLMU	NADE_HUMAN	NADE_HUMAN	TCA04_2_SPC|TCA04_3_SPC	26|0	26	2	0.50	1.00|0.00	5|0|6|1	0.5000	1.0000	0.2962
GP3D_CHLMU	P34955	P34955	TCA04_2_SPC|TCA04_3_SPC	5|0	5	2	0.43	0.85|0.00	0|0|0|0	0.4260	0.8520	0.4034
GP3D_CHLMU	CBSL_HUMAN	CBSL_HUMAN	TCA04_2_SPC|TCA04_3_SPC	0|5	5	2	0.39	0.00|0.83	0|0|0|0	0.4165	0.8330	0.4174
GP3D_CHLMU	PTPRM_HUMAN	PTPRM_HUMAN	TCA04_2_SPC|TCA04_3_SPC	1|4	5	2	0.42	0.17|0.66	0|0|0|0	0.4160	0.6630	0.4181
GP3D_CHLMU	MYD88_HUMAN	MYD88_HUMAN	TCA04_2_SPC|TCA04_3_SPC	10|14	24	2	0.96	0.96|0.96	0|6|0|5	0.9570	0.9590	0.0259
GP3D_CHLMU	CDYL2_HUMAN	CDYL2_HUMAN	TCA04_2_SPC|TCA04_3_SPC	4|6	10	2	0.82	0.79|0.89	1|1|0|1	0.8365	0.8850	0.0698
GP3D_CHLMU	BTBD3_HUMAN	BTBD3_HUMAN	TCA04_2_SPC|TCA04_3_SPC	37|79	116	2	0.89	0.77|1.00	13|26|9|17	0.8865	1.0000	0.0512
GP3D_CHLMU	NEMO_HUMAN	NEMO_HUMAN	TCA04_2_SPC|TCA04_3_SPC	8|0	8	2	0.50	0.98|0.00	1|0|0|1	0.4900	0.9800	0.3135
GP3D_CHLMU	SYG_CHLMU	SYG_CHLMU	TCA04_2_SPC|TCA04_3_SPC	1|7	8	2	0.53	0.08|0.94	0|0|1|1	0.5095	0.9440	0.2878
GP3D_CHLMU	IGKC_HUMAN	IGKC_HUMAN	TCA04_2_SPC|TCA04_3_SPC	7|11	18	2	0.90	0.87|0.92	2|1|3|2	0.8950	0.9240	0.0487
GP3D_CHLMU	GUAD_HUMAN	GUAD_HUMAN	TCA04_2_SPC|TCA04_3_SPC	0|6	6	2	0.46	0.00|0.96	0|0|0|1	0.4810	0.9620	0.3301
GP3D_CHLMU	KYNU_HUMAN	KYNU_HUMAN	TCA04_2_SPC|TCA04_3_SPC	5|1	6	2	0.55	0.90|0.23	1|0|0|0	0.5655	0.9010	0.2354
GP3D_CHLMU	SMUF2_HUMAN	SMUF2_HUMAN	TCA04_2_SPC|TCA04_3_SPC	0|6	6	2	0.48	0.00|0.96	0|0|0|1	0.4815	0.9630	0.3288
GP3D_CHLMU	TRI14_HUMAN	TRI14_HUMAN	TCA04_2_SPC|TCA04_3_SPC	6|0	6	2	0.50	0.96|0.00	0|0|1|0	0.4820	0.9640	0.3261
GP3D_CHLMU	FABZ_CHLMU	FABZ_CHLMU	TCA04_2_SPC|TCA04_3_SPC	17|0	17	2	0.50	0.98|0.00	3|0|5|0	0.4890	0.9780	0.3150
GP3D_CHLMU	Y311_CHLMU	Y311_CHLMU	TCA04_2_SPC|TCA04_3_SPC	11|6	17	2	0.85	0.90|0.80	1|0|5|2	0.8485	0.8980	0.0605
GP3D_CHLMU	IRF3_HUMAN	IRF3_HUMAN	TCA04_2_SPC|TCA04_3_SPC	8|4	12	2	0.79	0.86|0.71	0|0|1|4	0.7840	0.8580	0.0853
GP3D_CHLMU	EFG_CHLMU	EFG_CHLMU	TCA04_2_SPC|TCA04_3_SPC	4|0	4	2	0.40	0.79|0.00	0|0|0|0	0.3965	0.7930	0.4348
GP3D_CHLMU	MTL26_HUMAN	MTL26_HUMAN	TCA04_2_SPC|TCA04_3_SPC	4|0	4	2	0.41	0.82|0.00	0|0|0|0	0.4090	0.8180	0.4229
GP3D_CHLMU	TIRR_HUMAN	TIRR_HUMAN	TCA04_2_SPC|TCA04_3_SPC	3|1	4	2	0.62	0.78|0.48	0|0|0|0	0.6255	0.7760	0.1976
GP3D_CHLMU	GARS_HUMAN	GARS_HUMAN	TCA04_2_SPC|TCA04_3_SPC	1|3	4	2	0.49	0.25|0.70	0|0|0|0	0.4780	0.7020	0.3339
GP3D_CHLMU	PGTB2_HUMAN	PGTB2_HUMAN	TCA04_2_SPC|TCA04_3_SPC	7|0	7	2	0.47	0.93|0.00	1|0|1|0	0.4635	0.9270	0.3519
GP3D_CHLMU	P02668	P02668	TCA04_2_SPC|TCA04_3_SPC	1|3	4	2	0.62	0.47|0.76	0|0|0|0	0.6165	0.7640	0.2024
GP3D_CHLMU	KCTD7_HUMAN	KCTD7_HUMAN	TCA04_2_SPC|TCA04_3_SPC	0|4	4	2	0.41	0.00|0.85	0|0|0|0	0.4235	0.8470	0.4080
GP3D_CHLMU	OAS1_HUMAN	OAS1_HUMAN	TCA04_2_SPC|TCA04_3_SPC	0|4	4	2	0.42	0.00|0.83	0|0|0|0	0.4160	0.8320	0.4188
GP3D_CHLMU	P02662	P02662	TCA04_2_SPC|TCA04_3_SPC	19|6	25	2	0.62	0.94|0.26	3|0|8|3	0.6020	0.9410	0.2119
GP3D_CHLMU	HEM2_CHLMU	HEM2_CHLMU	TCA04_2_SPC|TCA04_3_SPC	4|0	4	2	0.43	0.87|0.00	0|0|0|0	0.4325	0.8650	0.3945
GP3D_CHLMU	MOC2B_HUMAN	MOC2B_HUMAN	TCA04_2_SPC|TCA04_3_SPC	4|0	4	2	0.42	0.84|0.00	0|0|0|0	0.4200	0.8400	0.4146
GP3D_CHLMU	ZBTB1_HUMAN	ZBTB1_HUMAN	TCA04_2_SPC|TCA04_3_SPC	1|3	4	2	0.51	0.28|0.74	0|0|0|0	0.5130	0.7420	0.2807
GP3D_CHLMU	DEGPL_CHLMU	DEGPL_CHLMU	TCA04_2_SPC|TCA04_3_SPC	0|4	4	2	0.36	0.00|0.77	0|0|0|0	0.3855	0.7710	0.4505
GP3D_CHLMU	HS71B_HUMAN	HS71B_HUMAN	TCA04_2_SPC|TCA04_3_SPC	0|4	4	2	0.39	0.00|0.80	0|0|0|0	0.3995	0.7990	0.4323
GP3D_CHLMU	Q0IIK2	Q0IIK2	TCA04_2_SPC|TCA04_3_SPC	3|1	4	2	0.50	0.71|0.26	0|0|0|0	0.4820	0.7070	0.3275
GP3D_CHLMU	KBTB4_HUMAN	KBTB4_HUMAN	TCA04_2_SPC|TCA04_3_SPC	12|23	35	2	0.90	0.82|0.99	3|6|2|10	0.9010	0.9850	0.0439
GP3D_CHLMU	OAS2_HUMAN	OAS2_HUMAN	TCA04_2_SPC|TCA04_3_SPC	21|21	42	2	1.00	0.99|0.99	7|6|7|6	0.9930	0.9930	0.0033
GP3D_CHLMU	INP5K_HUMAN	INP5K_HUMAN	TCA04_2_SPC|TCA04_3_SPC	3|27	30	2	0.52	0.01|0.98	0|11|0|7	0.4935	0.9820	0.3043
GP3D_CHLMU	RS7_CHLMU	RS7_CHLMU	TCA04_2_SPC|TCA04_3_SPC	10|4	14	2	0.74	0.87|0.59	2|0|4|1	0.7275	0.8680	0.1200
GP3D_CHLMU	FUK_HUMAN	FUK_HUMAN	TCA04_2_SPC|TCA04_3_SPC	2|9	11	2	0.53	0.20|0.84	1|3|1|0	0.5190	0.8360	0.2752
GP3D_CHLMU	Y679_CHLMU	Y679_CHLMU	TCA04_2_SPC|TCA04_3_SPC	10|1	11	2	0.46	0.87|0.09	1|0|4|0	0.4825	0.8740	0.3248
GP3D_CHLMU	GAL3A_HUMAN	GAL3A_HUMAN	TCA04_2_SPC|TCA04_3_SPC	14|7	21	2	0.81	0.96|0.69	5|0|5|2	0.8270	0.9610	0.0784
GP3D_CHLMU	H90B4_HUMAN	H90B4_HUMAN	TCA04_2_SPC|TCA04_3_SPC	2|6	8	2	0.58	0.43|0.72	0|1|0|2	0.5775	0.7240	0.2216
GP3D_CHLMU	MURA_CHLMU	MURA_CHLMU	TCA04_2_SPC|TCA04_3_SPC	5|10	15	2	0.76	0.63|0.87	0|4|1|3	0.7505	0.8690	0.1030
GP3D_CHLMU	Q2UVX4	Q2UVX4	TCA04_2_SPC|TCA04_3_SPC	5|0	5	2	0.49	0.94|0.00	1|0|0|0	0.4690	0.9380	0.3461
GP3D_CHLMU	RS3_CHLMU	RS3_CHLMU	TCA04_2_SPC|TCA04_3_SPC	3|6	9	2	0.73	0.62|0.82	0|1|1|2	0.7210	0.8210	0.1264
GP3D_CHLMU	Q1RMN8	Q1RMN8	TCA04_2_SPC|TCA04_3_SPC	1|8	9	2	0.48	0.09|0.89	0|2|0|2	0.4905	0.8910	0.3120
GP3D_CHLMU	DHB8_HUMAN	DHB8_HUMAN	TCA04_2_SPC|TCA04_3_SPC	3|10	13	2	0.57	0.24|0.85	0|3|2|2	0.5460	0.8530	0.2583
GP3D_CHLMU	SDHB_HUMAN	SDHB_HUMAN	TCA04_2_SPC|TCA04_3_SPC	24|8	32	2	0.56	0.98|0.12	9|2|9|1	0.5505	0.9790	0.2504
GP3D_CHLMU	KCTD6_HUMAN	KCTD6_HUMAN	TCA04_2_SPC|TCA04_3_SPC	2|15	17	2	0.49	0.03|0.95	0|5|2|3	0.4870	0.9460	0.3178
GP3D_CHLMU	P02769	P02769	TCA04_2_SPC|TCA04_3_SPC	19|6	25	2	0.54	0.95|0.12	4|0|8|4	0.5385	0.9540	0.2676
GP3D_CHLMU	GLGB_CHLMU	GLGB_CHLMU	TCA04_2_SPC|TCA04_3_SPC	23|18	41	2	0.97	0.98|0.96	5|9|6|8	0.9715	0.9800	0.0144
GP3D_CHLMU	CBR4_HUMAN	CBR4_HUMAN	TCA04_2_SPC|TCA04_3_SPC	4|2	6	2	0.65	0.74|0.60	0|0|0|2	0.6725	0.7430	0.1566
GP3D_CHLMU	GUAA_CHLMU	GUAA_CHLMU	TCA04_2_SPC|TCA04_3_SPC	6|0	6	2	0.45	0.87|0.00	0|0|2|0	0.4330	0.8660	0.3937
GP3D_CHLMU	PLS1_HUMAN	PLS1_HUMAN	TCA04_2_SPC|TCA04_3_SPC	0|10	10	2	0.49	0.00|0.91	0|3|0|2	0.4560	0.9120	0.3607
GP3D_CHLMU	P02768-1	P02768-1	TCA04_2_SPC|TCA04_3_SPC	4|2	6	2	0.67	0.81|0.53	1|1|0|0	0.6685	0.8110	0.1650
GP3D_CHLMU	FOLKP_CHLMU	FOLKP_CHLMU	TCA04_2_SPC|TCA04_3_SPC	8|3	11	2	0.61	0.86|0.35	2|0|3|1	0.6035	0.8590	0.2072
GP3D_CHLMU	RACK1_HUMAN	RACK1_HUMAN	TCA04_2_SPC|TCA04_3_SPC	2|18	20	2	0.48	0.01|0.93	0|7|0|6	0.4740	0.9340	0.3365
GP3D_CHLMU	BIP_HUMAN	BIP_HUMAN	TCA04_2_SPC|TCA04_3_SPC	32|65	97	2	0.74	0.47|1.00	6|28|11|30	0.7345	0.9950	0.1167
GP3D_CHLMU	Q6NXH9	Q6NXH9	TCA04_2_SPC|TCA04_3_SPC	0|3	3	2	0.35	0.00|0.70	0|0|0|0	0.3495	0.6990	0.4780
GP3D_CHLMU	P00761	P00761	TCA04_2_SPC|TCA04_3_SPC	0|3	3	2	0.40	0.00|0.77	0|0|0|0	0.3855	0.7710	0.4505
GP3D_CHLMU	P12763	P12763	TCA04_2_SPC|TCA04_3_SPC	3|0	3	2	0.40	0.77|0.00	0|0|0|0	0.3855	0.7710	0.4505
GP3D_CHLMU	NACAM_HUMAN	NACAM_HUMAN	TCA04_2_SPC|TCA04_3_SPC	3|0	3	2	0.11	0.20|0.00	0|0|0|0	0.1010	0.2020	0.5817
GP3D_CHLMU	RPOC_CHLMU	RPOC_CHLMU	TCA04_2_SPC|TCA04_3_SPC	3|0	3	2	0.24	0.48|0.00	0|0|0|0	0.2410	0.4820	0.5116
GP3D_CHLMU	EFTU_CHLMU	EFTU_CHLMU	TCA04_2_SPC|TCA04_3_SPC	3|0	3	2	0.39	0.77|0.00	0|0|0|0	0.3835	0.7670	0.4534
GP3D_CHLMU	GLYA_CHLMU	GLYA_CHLMU	TCA04_2_SPC|TCA04_3_SPC	3|5	8	2	0.64	0.54|0.76	0|2|0|2	0.6460	0.7560	0.1832
GP3D_CHLMU	RCBT1_HUMAN	RCBT1_HUMAN	TCA04_2_SPC|TCA04_3_SPC	3|0	3	2	0.37	0.74|0.00	0|0|0|0	0.3695	0.7390	0.4656
GP3D_CHLMU	OMCB_CHLMU	OMCB_CHLMU	TCA04_2_SPC|TCA04_3_SPC	3|0	3	2	0.37	0.73|0.00	0|0|0|0	0.3665	0.7330	0.4667
GP3D_CHLMU	Y873_CHLMU	Y873_CHLMU	TCA04_2_SPC|TCA04_3_SPC	3|0	3	2	0.36	0.77|0.00	0|0|0|0	0.3865	0.7730	0.4471
GP3D_CHLMU	ALF1_CHLMU	ALF1_CHLMU	TCA04_2_SPC|TCA04_3_SPC	3|0	3	2	0.41	0.79|0.00	0|0|0|0	0.3945	0.7890	0.4392
GP3D_CHLMU	RPOB_CHLMU	RPOB_CHLMU	TCA04_2_SPC|TCA04_3_SPC	3|0	3	2	0.26	0.54|0.00	0|0|0|0	0.2705	0.5410	0.5045
GP3D_CHLMU	IGG1_HUMAN	IGG1_HUMAN	TCA04_2_SPC|TCA04_3_SPC	0|3	3	2	0.38	0.00|0.77	0|0|0|0	0.3840	0.7680	0.4517
GP3D_CHLMU	MSRA_HUMAN	MSRA_HUMAN	TCA04_2_SPC|TCA04_3_SPC	3|0	3	2	0.38	0.78|0.00	0|0|0|0	0.3910	0.7820	0.4411
GP3D_CHLMU	FRIH_HUMAN	FRIH_HUMAN	TCA04_2_SPC|TCA04_3_SPC	3|0	3	2	0.38	0.72|0.00	0|0|0|0	0.3605	0.7210	0.4708
GP3D_CHLMU	Q28194	Q28194	TCA04_2_SPC|TCA04_3_SPC	13|0	13	2	0.48	0.94|0.00	3|0|5|0	0.4715	0.9430	0.3414
GP3D_CHLMU	MOMPM_CHLMU	MOMPM_CHLMU	TCA04_2_SPC|TCA04_3_SPC	3|0	3	2	0.38	0.71|0.00	0|0|0|0	0.3545	0.7090	0.4744
GP3D_CHLMU	RL1_CHLMU	RL1_CHLMU	TCA04_2_SPC|TCA04_3_SPC	0|3	3	2	0.36	0.00|0.74	0|0|0|0	0.3695	0.7390	0.4656
GP3D_CHLMU	KCTD9_HUMAN	KCTD9_HUMAN	TCA04_2_SPC|TCA04_3_SPC	3|0	3	2	0.35	0.72|0.00	0|0|0|0	0.3590	0.7180	0.4719
GP3D_CHLMU	HSP7C_HUMAN	HSP7C_HUMAN	TCA04_2_SPC|TCA04_3_SPC	3|0	3	2	0.37	0.70|0.00	0|0|0|0	0.3485	0.6970	0.4795
GP3D_CHLMU	K2C1_HUMAN	K2C1_HUMAN	TCA04_2_SPC|TCA04_3_SPC	0|3	3	2	0.36	0.00|0.72	0|0|0|0	0.3615	0.7230	0.4698
GP3D_CHLMU	TBB5_HUMAN	TBB5_HUMAN	TCA04_2_SPC|TCA04_3_SPC	3|0	3	2	0.39	0.79|0.00	0|0|0|0	0.3955	0.7910	0.4374
GP3D_CHLMU	TBA4A_HUMAN	TBA4A_HUMAN	TCA04_2_SPC|TCA04_3_SPC	9|10	19	2	0.80	0.82|0.84	1|3|3|6	0.8270	0.8360	0.0784
GP3D_CHLMU	ACTB_HUMAN	ACTB_HUMAN	TCA04_2_SPC|TCA04_3_SPC	9|6	15	2	0.72	0.82|0.61	3|3|3|1	0.7145	0.8220	0.1296
GP3D_CHLMU	K22E_HUMAN	K22E_HUMAN	TCA04_2_SPC|TCA04_3_SPC	8|13	21	2	0.71	0.59|0.83	2|5|5|3	0.7070	0.8280	0.1387
GP3D_CHLMU	K1C10_HUMAN	K1C10_HUMAN	TCA04_2_SPC|TCA04_3_SPC	105|169	274	2	0.96	0.96|0.96	46|62|41|75	0.9575	0.9580	0.0247
GP3D_CHLMU	EF1A1_HUMAN	EF1A1_HUMAN	TCA04_2_SPC|TCA04_3_SPC	2|20	22	2	0.47	0.01|0.93	0|9|0|7	0.4675	0.9260	0.3484
GP3D_CHLMU	K1C9_HUMAN	K1C9_HUMAN	TCA04_2_SPC|TCA04_3_SPC	0|4	4	2	0.48	0.00|0.92	0|1|0|0	0.4590	0.9180	0.3574
GP3D_CHLMU	GRP75_HUMAN	GRP75_HUMAN	TCA04_2_SPC|TCA04_3_SPC	4|6	10	2	0.65	0.56|0.75	0|3|0|3	0.6530	0.7480	0.1729
GP3D_CHLMU	HNRPK_HUMAN	HNRPK_HUMAN	TCA04_2_SPC|TCA04_3_SPC	2|2	4	2	0.66	0.66|0.68	0|1|0|0	0.6680	0.6750	0.1702
GP3D_CHLMU	HNRPU_HUMAN	HNRPU_HUMAN	TCA04_2_SPC|TCA04_3_SPC	4|0	4	2	0.44	0.88|0.00	0|0|1|0	0.4385	0.8770	0.3860
GP3D_CHLMU	HS90B_HUMAN	HS90B_HUMAN	TCA04_2_SPC|TCA04_3_SPC	1|3	4	2	0.55	0.22|0.83	0|1|0|0	0.5275	0.8310	0.2695
GP3D_CHLMU	H2A1D_HUMAN	H2A1D_HUMAN	TCA04_2_SPC|TCA04_3_SPC	11|30	41	2	0.59	0.20|0.96	3|14|2|13	0.5820	0.9640	0.2168
GP3D_CHLMU	ROA1_HUMAN	ROA1_HUMAN	TCA04_2_SPC|TCA04_3_SPC	29|0	29	2	0.50	1.00|0.00	8|0|14|0	0.4985	0.9970	0.2995
GP3D_CHLMU	RS3_HUMAN	RS3_HUMAN	TCA04_2_SPC|TCA04_3_SPC	15|9	24	2	0.77	0.88|0.65	2|1|11|4	0.7685	0.8840	0.0959
GP3D_CHLMU	HNRH1_HUMAN	HNRH1_HUMAN	TCA04_2_SPC|TCA04_3_SPC	43|36	79	2	0.96	0.97|0.95	14|10|19|22	0.9600	0.9710	0.0233
GP3D_CHLMU	ROA2_HUMAN	ROA2_HUMAN	TCA04_2_SPC|TCA04_3_SPC	1|25	26	2	0.47	0.01|0.94	0|6|0|14	0.4720	0.9390	0.3402
GP3D_CHLMU	NUCL_HUMAN	NUCL_HUMAN	TCA04_2_SPC|TCA04_3_SPC	5|0	5	2	0.46	0.91|0.00	1|0|1|0	0.4550	0.9100	0.3617
GP3D_CHLMU	VIME_HUMAN	VIME_HUMAN	TCA04_2_SPC|TCA04_3_SPC	19|49	68	2	0.56	0.11|0.99	2|26|6|22	0.5520	0.9910	0.2441
GP3D_CHLMU	PRDX1_HUMAN	PRDX1_HUMAN	TCA04_2_SPC|TCA04_3_SPC	12|0	12	2	0.46	0.94|0.00	2|0|5|1	0.4710	0.9420	0.3438
GP3D_CHLMU	NPM_HUMAN	NPM_HUMAN	TCA04_2_SPC|TCA04_3_SPC	15|33	48	2	0.65	0.33|0.95	5|16|6|12	0.6375	0.9450	0.1928
GP3D_CHLMU	KPYM_HUMAN	KPYM_HUMAN	TCA04_2_SPC|TCA04_3_SPC	14|6	20	2	0.55	0.88|0.24	3|4|2|6	0.5580	0.8800	0.2398
GP3D_CHLMU	RS27A_HUMAN	RS27A_HUMAN	TCA04_2_SPC|TCA04_3_SPC	13|15	28	2	0.84	0.84|0.86	5|4|6|7	0.8465	0.8560	0.0636
GP3D_CHLMU	G3P_HUMAN	G3P_HUMAN	TCA04_2_SPC|TCA04_3_SPC	1|5	6	2	0.45	0.21|0.73	0|2|0|1	0.4685	0.7250	0.3473
GP3D_CHLMU	DDX5_HUMAN	DDX5_HUMAN	TCA04_2_SPC|TCA04_3_SPC	13|1	14	2	0.46	0.89|0.03	6|0|4|0	0.4585	0.8880	0.3585
GP3D_CHLMU	DDX17_HUMAN	DDX17_HUMAN	TCA04_2_SPC|TCA04_3_SPC	5|9	14	2	0.70	0.50|0.84	2|4|0|4	0.6720	0.8390	0.1595
