Bait	Prey	PreyGene	IP	Spec	SpecSum	NumRep	Prob	iProb	ctrlCounts	AvgP	MaxP	FDR
GP3D_CHLMU	GANP_HUMAN	GANP_HUMAN	TCA04_2_SPC|TCA04_3_SPC	6|2	8	2	0.64	0.96|0.35	1|0|0|0	0.6545	0.9640	0.1341
GP3D_CHLMU	TASOR_HUMAN	TASOR_HUMAN	TCA04_2_SPC|TCA04_3_SPC	5|1	6	2	0.39	0.66|0.15	0|0|0|0	0.4025	0.6560	0.4552
GP3D_CHLMU	ACADS_HUMAN	ACADS_HUMAN	TCA04_2_SPC|TCA04_3_SPC	22|0	22	2	0.54	1.00|0.00	4|0|4|0	0.5000	1.0000	0.3126
GP3D_CHLMU	TRIM3_HUMAN	TRIM3_HUMAN	TCA04_2_SPC|TCA04_3_SPC	3|5	8	2	0.88	0.81|0.97	0|1|0|0	0.8870	0.9660	0.0593
GP3D_CHLMU	RPOA_CHLMU	RPOA_CHLMU	TCA04_2_SPC|TCA04_3_SPC	4|2	6	2	0.85	0.93|0.75	0|0|0|0	0.8420	0.9300	0.0741
GP3D_CHLMU	MET_HUMAN	MET_HUMAN	TCA04_2_SPC|TCA04_3_SPC	10|0	10	2	0.50	1.00|0.00	0|0|2|0	0.4990	0.9980	0.3350
GP3D_CHLMU	NIT1_HUMAN	NIT1_HUMAN	TCA04_2_SPC|TCA04_3_SPC	0|13	13	2	0.50	0.00|1.00	0|2|0|2	0.4990	0.9980	0.3350
GP3D_CHLMU	UB2L6_HUMAN	UB2L6_HUMAN	TCA04_2_SPC|TCA04_3_SPC	22|36	58	2	0.98	0.96|1.00	3|13|3|9	0.9780	1.0000	0.0088
GP3D_CHLMU	PTAR1_HUMAN	PTAR1_HUMAN	TCA04_2_SPC|TCA04_3_SPC	0|11	11	2	0.52	0.00|0.98	0|2|0|1	0.4910	0.9820	0.3652
GP3D_CHLMU	LPXD_CHLMU	LPXD_CHLMU	TCA04_2_SPC|TCA04_3_SPC	6|16	22	2	0.70	0.43|1.00	1|5|1|2	0.7165	1.0000	0.1216
GP3D_CHLMU	PPCEL_HUMAN	PPCEL_HUMAN	TCA04_2_SPC|TCA04_3_SPC	1|19	20	2	0.50	0.00|1.00	0|0|2|6	0.5005	1.0000	0.2961
GP3D_CHLMU	DCA16_HUMAN	DCA16_HUMAN	TCA04_2_SPC|TCA04_3_SPC	15|32	47	2	0.82	0.62|1.00	1|8|0|14	0.8095	1.0000	0.0792
GP3D_CHLMU	PQQCL_CHLMU	PQQCL_CHLMU	TCA04_2_SPC|TCA04_3_SPC	6|1	7	2	0.55	0.93|0.22	0|0|1|0	0.5765	0.9310	0.2092
GP3D_CHLMU	RTRAF_HUMAN	RTRAF_HUMAN	TCA04_2_SPC|TCA04_3_SPC	13|19	32	2	0.91	0.82|0.99	1|6|3|5	0.9045	0.9940	0.0419
GP3D_CHLMU	ACCA_CHLMU	ACCA_CHLMU	TCA04_2_SPC|TCA04_3_SPC	19|14	33	2	0.92	0.99|0.86	5|5|1|5	0.9250	0.9900	0.0374
GP3D_CHLMU	PFKAL_HUMAN	PFKAL_HUMAN	TCA04_2_SPC|TCA04_3_SPC	0|5	5	2	0.38	0.00|0.75	0|0|0|0	0.3740	0.7480	0.4777
GP3D_CHLMU	TRI18_HUMAN	TRI18_HUMAN	TCA04_2_SPC|TCA04_3_SPC	1|4	5	2	0.52	0.23|0.80	0|0|0|0	0.5180	0.8040	0.2542
GP3D_CHLMU	NNMT_HUMAN	NNMT_HUMAN	TCA04_2_SPC|TCA04_3_SPC	5|0	5	2	0.48	0.89|0.00	0|0|0|0	0.4450	0.8900	0.4122
GP3D_CHLMU	SDHA_HUMAN	SDHA_HUMAN	TCA04_2_SPC|TCA04_3_SPC	1|4	5	2	0.51	0.22|0.80	0|0|0|0	0.5065	0.7980	0.2767
GP3D_CHLMU	NADE_HUMAN	NADE_HUMAN	TCA04_2_SPC|TCA04_3_SPC	26|0	26	2	0.49	1.00|0.00	5|0|6|1	0.5000	1.0000	0.3126
GP3D_CHLMU	P34955	P34955	TCA04_2_SPC|TCA04_3_SPC	5|0	5	2	0.42	0.86|0.00	0|0|0|0	0.4290	0.8580	0.4251
GP3D_CHLMU	CBSL_HUMAN	CBSL_HUMAN	TCA04_2_SPC|TCA04_3_SPC	0|5	5	2	0.41	0.00|0.81	0|0|0|0	0.4035	0.8070	0.4537
GP3D_CHLMU	PTPRM_HUMAN	PTPRM_HUMAN	TCA04_2_SPC|TCA04_3_SPC	1|4	5	2	0.41	0.15|0.66	0|0|0|0	0.4035	0.6600	0.4537
GP3D_CHLMU	MYD88_HUMAN	MYD88_HUMAN	TCA04_2_SPC|TCA04_3_SPC	10|14	24	2	0.95	0.90|0.99	0|6|0|5	0.9460	0.9910	0.0219
GP3D_CHLMU	CDYL2_HUMAN	CDYL2_HUMAN	TCA04_2_SPC|TCA04_3_SPC	4|6	10	2	0.86	0.78|0.97	1|1|0|1	0.8715	0.9660	0.0662
GP3D_CHLMU	BTBD3_HUMAN	BTBD3_HUMAN	TCA04_2_SPC|TCA04_3_SPC	37|79	116	2	0.55	0.08|1.00	13|26|9|17	0.5390	1.0000	0.2373
GP3D_CHLMU	NEMO_HUMAN	NEMO_HUMAN	TCA04_2_SPC|TCA04_3_SPC	8|0	8	2	0.49	0.98|0.00	1|0|0|1	0.4910	0.9820	0.3652
GP3D_CHLMU	SYG_CHLMU	SYG_CHLMU	TCA04_2_SPC|TCA04_3_SPC	1|7	8	2	0.50	0.07|0.97	0|0|1|1	0.5155	0.9660	0.2659
GP3D_CHLMU	IGKC_HUMAN	IGKC_HUMAN	TCA04_2_SPC|TCA04_3_SPC	7|11	18	2	0.89	0.80|0.99	2|1|3|2	0.8970	0.9920	0.0496
GP3D_CHLMU	GUAD_HUMAN	GUAD_HUMAN	TCA04_2_SPC|TCA04_3_SPC	0|6	6	2	0.51	0.00|0.98	0|0|0|1	0.4915	0.9830	0.3578
GP3D_CHLMU	KYNU_HUMAN	KYNU_HUMAN	TCA04_2_SPC|TCA04_3_SPC	5|1	6	2	0.54	0.94|0.18	1|0|0|0	0.5580	0.9400	0.2142
GP3D_CHLMU	SMUF2_HUMAN	SMUF2_HUMAN	TCA04_2_SPC|TCA04_3_SPC	0|6	6	2	0.48	0.00|0.97	0|0|0|1	0.4865	0.9730	0.3694
GP3D_CHLMU	TRI14_HUMAN	TRI14_HUMAN	TCA04_2_SPC|TCA04_3_SPC	6|0	6	2	0.49	0.99|0.00	0|0|1|0	0.4925	0.9850	0.3562
GP3D_CHLMU	FABZ_CHLMU	FABZ_CHLMU	TCA04_2_SPC|TCA04_3_SPC	17|0	17	2	0.49	1.00|0.00	3|0|5|0	0.4995	0.9990	0.3267
GP3D_CHLMU	Y311_CHLMU	Y311_CHLMU	TCA04_2_SPC|TCA04_3_SPC	11|6	17	2	0.80	0.99|0.58	1|0|5|2	0.7880	0.9940	0.0847
GP3D_CHLMU	IRF3_HUMAN	IRF3_HUMAN	TCA04_2_SPC|TCA04_3_SPC	8|4	12	2	0.78	0.95|0.56	0|0|1|4	0.7580	0.9530	0.0910
GP3D_CHLMU	EFG_CHLMU	EFG_CHLMU	TCA04_2_SPC|TCA04_3_SPC	4|0	4	2	0.40	0.80|0.00	0|0|0|0	0.4000	0.8000	0.4567
GP3D_CHLMU	MTL26_HUMAN	MTL26_HUMAN	TCA04_2_SPC|TCA04_3_SPC	4|0	4	2	0.42	0.84|0.00	0|0|0|0	0.4205	0.8410	0.4386
GP3D_CHLMU	TIRR_HUMAN	TIRR_HUMAN	TCA04_2_SPC|TCA04_3_SPC	3|1	4	2	0.60	0.81|0.42	0|0|0|0	0.6165	0.8110	0.1802
GP3D_CHLMU	GARS_HUMAN	GARS_HUMAN	TCA04_2_SPC|TCA04_3_SPC	1|3	4	2	0.47	0.23|0.70	0|0|0|0	0.4650	0.6980	0.3877
GP3D_CHLMU	PGTB2_HUMAN	PGTB2_HUMAN	TCA04_2_SPC|TCA04_3_SPC	7|0	7	2	0.49	0.96|0.00	1|0|1|0	0.4805	0.9610	0.3761
GP3D_CHLMU	P02668	P02668	TCA04_2_SPC|TCA04_3_SPC	1|3	4	2	0.60	0.42|0.77	0|0|0|0	0.5925	0.7680	0.1998
GP3D_CHLMU	KCTD7_HUMAN	KCTD7_HUMAN	TCA04_2_SPC|TCA04_3_SPC	0|4	4	2	0.44	0.00|0.85	0|0|0|0	0.4270	0.8540	0.4270
GP3D_CHLMU	OAS1_HUMAN	OAS1_HUMAN	TCA04_2_SPC|TCA04_3_SPC	0|4	4	2	0.40	0.00|0.84	0|0|0|0	0.4195	0.8390	0.4410
GP3D_CHLMU	P02662	P02662	TCA04_2_SPC|TCA04_3_SPC	19|6	25	2	0.53	1.00|0.01	3|0|8|3	0.5065	0.9990	0.2732
GP3D_CHLMU	HEM2_CHLMU	HEM2_CHLMU	TCA04_2_SPC|TCA04_3_SPC	4|0	4	2	0.45	0.87|0.00	0|0|0|0	0.4350	0.8700	0.4193
GP3D_CHLMU	MOC2B_HUMAN	MOC2B_HUMAN	TCA04_2_SPC|TCA04_3_SPC	4|0	4	2	0.41	0.86|0.00	0|0|0|0	0.4275	0.8550	0.4261
GP3D_CHLMU	ZBTB1_HUMAN	ZBTB1_HUMAN	TCA04_2_SPC|TCA04_3_SPC	1|3	4	2	0.47	0.20|0.70	0|0|0|0	0.4505	0.6980	0.4070
GP3D_CHLMU	DEGPL_CHLMU	DEGPL_CHLMU	TCA04_2_SPC|TCA04_3_SPC	0|4	4	2	0.39	0.00|0.79	0|0|0|0	0.3935	0.7870	0.4654
GP3D_CHLMU	HS71B_HUMAN	HS71B_HUMAN	TCA04_2_SPC|TCA04_3_SPC	0|4	4	2	0.39	0.00|0.79	0|0|0|0	0.3965	0.7930	0.4619
GP3D_CHLMU	Q0IIK2	Q0IIK2	TCA04_2_SPC|TCA04_3_SPC	3|1	4	2	0.47	0.68|0.25	0|0|0|0	0.4650	0.6830	0.3864
GP3D_CHLMU	KBTB4_HUMAN	KBTB4_HUMAN	TCA04_2_SPC|TCA04_3_SPC	12|23	35	2	0.60	0.23|1.00	3|6|2|10	0.6120	0.9980	0.1853
GP3D_CHLMU	OAS2_HUMAN	OAS2_HUMAN	TCA04_2_SPC|TCA04_3_SPC	21|21	42	2	0.88	0.88|0.87	7|6|7|6	0.8730	0.8790	0.0629
GP3D_CHLMU	INP5K_HUMAN	INP5K_HUMAN	TCA04_2_SPC|TCA04_3_SPC	3|27	30	2	0.51	0.00|1.00	0|11|0|7	0.5000	1.0000	0.3126
GP3D_CHLMU	RS7_CHLMU	RS7_CHLMU	TCA04_2_SPC|TCA04_3_SPC	10|4	14	2	0.64	0.99|0.31	2|0|4|1	0.6500	0.9860	0.1525
GP3D_CHLMU	FUK_HUMAN	FUK_HUMAN	TCA04_2_SPC|TCA04_3_SPC	2|9	11	2	0.51	0.06|0.98	1|3|1|0	0.5150	0.9750	0.2695
GP3D_CHLMU	Y679_CHLMU	Y679_CHLMU	TCA04_2_SPC|TCA04_3_SPC	10|1	11	2	0.52	0.99|0.02	1|0|4|0	0.5060	0.9930	0.2802
GP3D_CHLMU	GAL3A_HUMAN	GAL3A_HUMAN	TCA04_2_SPC|TCA04_3_SPC	14|7	21	2	0.65	0.99|0.32	5|0|5|2	0.6530	0.9850	0.1406
GP3D_CHLMU	H90B4_HUMAN	H90B4_HUMAN	TCA04_2_SPC|TCA04_3_SPC	2|6	8	2	0.60	0.27|0.91	0|1|0|2	0.5900	0.9080	0.2045
GP3D_CHLMU	MURA_CHLMU	MURA_CHLMU	TCA04_2_SPC|TCA04_3_SPC	5|10	15	2	0.64	0.35|0.95	0|4|1|3	0.6515	0.9540	0.1467
GP3D_CHLMU	Q2UVX4	Q2UVX4	TCA04_2_SPC|TCA04_3_SPC	5|0	5	2	0.48	0.94|0.00	1|0|0|0	0.4690	0.9380	0.3826
GP3D_CHLMU	RS3_CHLMU	RS3_CHLMU	TCA04_2_SPC|TCA04_3_SPC	3|6	9	2	0.74	0.50|0.95	0|1|1|2	0.7275	0.9520	0.1042
GP3D_CHLMU	Q1RMN8	Q1RMN8	TCA04_2_SPC|TCA04_3_SPC	1|8	9	2	0.51	0.02|0.99	0|2|0|2	0.5040	0.9850	0.2900
GP3D_CHLMU	DHB8_HUMAN	DHB8_HUMAN	TCA04_2_SPC|TCA04_3_SPC	3|10	13	2	0.52	0.06|0.97	0|3|2|2	0.5155	0.9740	0.2659
GP3D_CHLMU	SDHB_HUMAN	SDHB_HUMAN	TCA04_2_SPC|TCA04_3_SPC	24|8	32	2	0.50	1.00|0.00	9|2|9|1	0.4990	0.9970	0.3350
GP3D_CHLMU	KCTD6_HUMAN	KCTD6_HUMAN	TCA04_2_SPC|TCA04_3_SPC	2|15	17	2	0.49	0.00|1.00	0|5|2|3	0.4995	0.9990	0.3267
GP3D_CHLMU	P02769	P02769	TCA04_2_SPC|TCA04_3_SPC	19|6	25	2	0.49	1.00|0.00	4|0|8|4	0.4995	0.9990	0.3267
GP3D_CHLMU	GLGB_CHLMU	GLGB_CHLMU	TCA04_2_SPC|TCA04_3_SPC	23|18	41	2	0.72	0.91|0.53	5|9|6|8	0.7230	0.9140	0.1161
GP3D_CHLMU	CBR4_HUMAN	CBR4_HUMAN	TCA04_2_SPC|TCA04_3_SPC	4|2	6	2	0.69	0.85|0.56	0|0|0|2	0.7020	0.8480	0.1273
GP3D_CHLMU	GUAA_CHLMU	GUAA_CHLMU	TCA04_2_SPC|TCA04_3_SPC	6|0	6	2	0.49	0.96|0.00	0|0|2|0	0.4815	0.9630	0.3748
GP3D_CHLMU	PLS1_HUMAN	PLS1_HUMAN	TCA04_2_SPC|TCA04_3_SPC	0|10	10	2	0.49	0.00|0.99	0|3|0|2	0.4940	0.9880	0.3496
GP3D_CHLMU	P02768-1	P02768-1	TCA04_2_SPC|TCA04_3_SPC	4|2	6	2	0.61	0.82|0.44	1|1|0|0	0.6280	0.8150	0.1697
GP3D_CHLMU	FOLKP_CHLMU	FOLKP_CHLMU	TCA04_2_SPC|TCA04_3_SPC	8|3	11	2	0.53	0.94|0.13	2|0|3|1	0.5320	0.9380	0.2458
GP3D_CHLMU	RACK1_HUMAN	RACK1_HUMAN	TCA04_2_SPC|TCA04_3_SPC	2|18	20	2	0.48	0.00|1.00	0|7|0|6	0.5000	1.0000	0.3126
GP3D_CHLMU	BIP_HUMAN	BIP_HUMAN	TCA04_2_SPC|TCA04_3_SPC	32|65	97	2	0.50	0.00|0.99	6|28|11|30	0.4925	0.9850	0.3562
GP3D_CHLMU	Q6NXH9	Q6NXH9	TCA04_2_SPC|TCA04_3_SPC	0|3	3	2	0.32	0.00|0.64	0|0|0|0	0.3185	0.6370	0.5004
GP3D_CHLMU	P00761	P00761	TCA04_2_SPC|TCA04_3_SPC	0|3	3	2	0.42	0.00|0.79	0|0|0|0	0.3960	0.7920	0.4626
GP3D_CHLMU	P12763	P12763	TCA04_2_SPC|TCA04_3_SPC	3|0	3	2	0.39	0.79|0.00	0|0|0|0	0.3935	0.7870	0.4654
GP3D_CHLMU	NACAM_HUMAN	NACAM_HUMAN	TCA04_2_SPC|TCA04_3_SPC	3|0	3	2	0.09	0.19|0.00	0|0|0|0	0.0960	0.1920	0.5845
GP3D_CHLMU	RPOC_CHLMU	RPOC_CHLMU	TCA04_2_SPC|TCA04_3_SPC	3|0	3	2	0.23	0.44|0.00	0|0|0|0	0.2210	0.4420	0.5416
GP3D_CHLMU	EFTU_CHLMU	EFTU_CHLMU	TCA04_2_SPC|TCA04_3_SPC	3|0	3	2	0.37	0.75|0.00	0|0|0|0	0.3745	0.7490	0.4770
GP3D_CHLMU	GLYA_CHLMU	GLYA_CHLMU	TCA04_2_SPC|TCA04_3_SPC	3|5	8	2	0.61	0.40|0.84	0|2|0|2	0.6225	0.8410	0.1750
GP3D_CHLMU	RCBT1_HUMAN	RCBT1_HUMAN	TCA04_2_SPC|TCA04_3_SPC	3|0	3	2	0.35	0.72|0.00	0|0|0|0	0.3600	0.7200	0.4831
GP3D_CHLMU	OMCB_CHLMU	OMCB_CHLMU	TCA04_2_SPC|TCA04_3_SPC	3|0	3	2	0.37	0.70|0.00	0|0|0|0	0.3510	0.7020	0.4873
GP3D_CHLMU	Y873_CHLMU	Y873_CHLMU	TCA04_2_SPC|TCA04_3_SPC	3|0	3	2	0.38	0.81|0.00	0|0|0|0	0.4030	0.8060	0.4545
GP3D_CHLMU	ALF1_CHLMU	ALF1_CHLMU	TCA04_2_SPC|TCA04_3_SPC	3|0	3	2	0.42	0.78|0.00	0|0|0|0	0.3910	0.7820	0.4668
GP3D_CHLMU	RPOB_CHLMU	RPOB_CHLMU	TCA04_2_SPC|TCA04_3_SPC	3|0	3	2	0.26	0.50|0.00	0|0|0|0	0.2490	0.4980	0.5308
GP3D_CHLMU	IGG1_HUMAN	IGG1_HUMAN	TCA04_2_SPC|TCA04_3_SPC	0|3	3	2	0.40	0.00|0.74	0|0|0|0	0.3710	0.7420	0.4791
GP3D_CHLMU	MSRA_HUMAN	MSRA_HUMAN	TCA04_2_SPC|TCA04_3_SPC	3|0	3	2	0.38	0.81|0.00	0|0|0|0	0.4070	0.8140	0.4499
GP3D_CHLMU	FRIH_HUMAN	FRIH_HUMAN	TCA04_2_SPC|TCA04_3_SPC	3|0	3	2	0.38	0.75|0.00	0|0|0|0	0.3765	0.7530	0.4764
GP3D_CHLMU	Q28194	Q28194	TCA04_2_SPC|TCA04_3_SPC	13|0	13	2	0.49	1.00|0.00	3|0|5|0	0.4985	0.9970	0.3389
GP3D_CHLMU	MOMPM_CHLMU	MOMPM_CHLMU	TCA04_2_SPC|TCA04_3_SPC	3|0	3	2	0.37	0.70|0.00	0|0|0|0	0.3505	0.7010	0.4879
GP3D_CHLMU	RL1_CHLMU	RL1_CHLMU	TCA04_2_SPC|TCA04_3_SPC	0|3	3	2	0.37	0.00|0.78	0|0|0|0	0.3890	0.7780	0.4675
GP3D_CHLMU	KCTD9_HUMAN	KCTD9_HUMAN	TCA04_2_SPC|TCA04_3_SPC	3|0	3	2	0.36	0.72|0.00	0|0|0|0	0.3610	0.7220	0.4824
GP3D_CHLMU	HSP7C_HUMAN	HSP7C_HUMAN	TCA04_2_SPC|TCA04_3_SPC	3|0	3	2	0.32	0.68|0.00	0|0|0|0	0.3405	0.6810	0.4927
GP3D_CHLMU	K2C1_HUMAN	K2C1_HUMAN	TCA04_2_SPC|TCA04_3_SPC	0|3	3	2	0.35	0.00|0.71	0|0|0|0	0.3565	0.7130	0.4845
GP3D_CHLMU	TBB5_HUMAN	TBB5_HUMAN	TCA04_2_SPC|TCA04_3_SPC	3|0	3	2	0.40	0.80|0.00	0|0|0|0	0.3975	0.7950	0.4604
GP3D_CHLMU	TBA4A_HUMAN	TBA4A_HUMAN	TCA04_2_SPC|TCA04_3_SPC	9|10	19	2	0.64	0.55|0.71	1|3|3|6	0.6305	0.7080	0.1642
GP3D_CHLMU	ACTB_HUMAN	ACTB_HUMAN	TCA04_2_SPC|TCA04_3_SPC	9|6	15	2	0.53	0.82|0.28	3|3|3|1	0.5500	0.8210	0.2237
GP3D_CHLMU	K22E_HUMAN	K22E_HUMAN	TCA04_2_SPC|TCA04_3_SPC	8|13	21	2	0.45	0.12|0.79	2|5|5|3	0.4540	0.7890	0.4038
GP3D_CHLMU	K1C10_HUMAN	K1C10_HUMAN	TCA04_2_SPC|TCA04_3_SPC	105|169	274	2	0.00	0.00|0.00	46|62|41|75	0.0000	0.0000	0.9047
GP3D_CHLMU	EF1A1_HUMAN	EF1A1_HUMAN	TCA04_2_SPC|TCA04_3_SPC	2|20	22	2	0.51	0.00|1.00	0|9|0|7	0.4980	0.9960	0.3426
GP3D_CHLMU	K1C9_HUMAN	K1C9_HUMAN	TCA04_2_SPC|TCA04_3_SPC	0|4	4	2	0.43	0.00|0.91	0|1|0|0	0.4560	0.9120	0.4028
GP3D_CHLMU	GRP75_HUMAN	GRP75_HUMAN	TCA04_2_SPC|TCA04_3_SPC	4|6	10	2	0.56	0.34|0.74	0|3|0|3	0.5415	0.7440	0.2329
GP3D_CHLMU	HNRPK_HUMAN	HNRPK_HUMAN	TCA04_2_SPC|TCA04_3_SPC	2|2	4	2	0.62	0.59|0.62	0|1|0|0	0.6080	0.6240	0.1902
GP3D_CHLMU	HNRPU_HUMAN	HNRPU_HUMAN	TCA04_2_SPC|TCA04_3_SPC	4|0	4	2	0.42	0.85|0.00	0|0|1|0	0.4245	0.8490	0.4298
GP3D_CHLMU	HS90B_HUMAN	HS90B_HUMAN	TCA04_2_SPC|TCA04_3_SPC	1|3	4	2	0.52	0.20|0.81	0|1|0|0	0.5050	0.8080	0.2868
GP3D_CHLMU	H2A1D_HUMAN	H2A1D_HUMAN	TCA04_2_SPC|TCA04_3_SPC	11|30	41	2	0.50	0.00|0.98	3|14|2|13	0.4910	0.9820	0.3652
GP3D_CHLMU	ROA1_HUMAN	ROA1_HUMAN	TCA04_2_SPC|TCA04_3_SPC	29|0	29	2	0.50	1.00|0.00	8|0|14|0	0.5000	1.0000	0.3126
GP3D_CHLMU	RS3_HUMAN	RS3_HUMAN	TCA04_2_SPC|TCA04_3_SPC	15|9	24	2	0.47	0.87|0.05	2|1|11|4	0.4620	0.8740	0.3901
GP3D_CHLMU	HNRH1_HUMAN	HNRH1_HUMAN	TCA04_2_SPC|TCA04_3_SPC	43|36	79	2	0.24	0.48|0.00	14|10|19|22	0.2415	0.4800	0.5331
GP3D_CHLMU	ROA2_HUMAN	ROA2_HUMAN	TCA04_2_SPC|TCA04_3_SPC	1|25	26	2	0.49	0.00|1.00	0|6|0|14	0.4985	0.9970	0.3389
GP3D_CHLMU	NUCL_HUMAN	NUCL_HUMAN	TCA04_2_SPC|TCA04_3_SPC	5|0	5	2	0.44	0.93|0.00	1|0|1|0	0.4625	0.9250	0.3889
GP3D_CHLMU	VIME_HUMAN	VIME_HUMAN	TCA04_2_SPC|TCA04_3_SPC	19|49	68	2	0.51	0.00|0.99	2|26|6|22	0.4970	0.9940	0.3462
GP3D_CHLMU	PRDX1_HUMAN	PRDX1_HUMAN	TCA04_2_SPC|TCA04_3_SPC	12|0	12	2	0.50	1.00|0.00	2|0|5|1	0.4980	0.9960	0.3426
GP3D_CHLMU	NPM_HUMAN	NPM_HUMAN	TCA04_2_SPC|TCA04_3_SPC	15|33	48	2	0.49	0.00|0.98	5|16|6|12	0.4910	0.9820	0.3652
GP3D_CHLMU	KPYM_HUMAN	KPYM_HUMAN	TCA04_2_SPC|TCA04_3_SPC	14|6	20	2	0.48	0.92|0.01	3|4|2|6	0.4615	0.9180	0.3926
GP3D_CHLMU	RS27A_HUMAN	RS27A_HUMAN	TCA04_2_SPC|TCA04_3_SPC	13|15	28	2	0.41	0.24|0.61	5|4|6|7	0.4245	0.6090	0.4298
GP3D_CHLMU	G3P_HUMAN	G3P_HUMAN	TCA04_2_SPC|TCA04_3_SPC	1|5	6	2	0.50	0.10|0.91	0|2|0|1	0.5015	0.9080	0.2931
GP3D_CHLMU	DDX5_HUMAN	DDX5_HUMAN	TCA04_2_SPC|TCA04_3_SPC	13|1	14	2	0.51	0.99|0.00	6|0|4|0	0.4935	0.9870	0.3530
GP3D_CHLMU	DDX17_HUMAN	DDX17_HUMAN	TCA04_2_SPC|TCA04_3_SPC	5|9	14	2	0.50	0.11|0.88	2|4|0|4	0.4935	0.8770	0.3530
